DTXSID,very_toxic,nontoxic,LD50_mgkg,EPA_category,GHS_category,casrn,mol_weight,LD50_LM
DTXSID00237672,TRUE,FALSE,7.752,1,2,89427-10-1,245.1580505,1.500032395
DTXSID00237677,TRUE,FALSE,2.293,1,1,89427-15-6,240.1053009,2.019997694
DTXSID00237692,TRUE,FALSE,3.434,1,1,89427-34-9,412.8161621,2.079956401
DTXSID00237697,TRUE,FALSE,33,1,2,89427-39-4,319.4950562,0.985950202
DTXSID0023824,TRUE,FALSE,0.8,1,1,57653-85-7,390.8500061,2.688920136
DTXSID0023826,FALSE,FALSE,1000,3,4,4098-71-9,222.2879944,-0.653083993
DTXSID0023870,TRUE,FALSE,14,1,2,504-24-5,94.11699677,0.827540025
DTXSID00238740,FALSE,FALSE,250,2,3,91893-59-3,328.8161316,0.119013107
DTXSID0023901,FALSE,FALSE,1100,3,4,25057-89-0,240.2799988,-0.660675064
DTXSID0023951,FALSE,FALSE,430,2,4,5234-68-4,235.3000031,-0.261846523
DTXSID0023955,FALSE,TRUE,4102,3,5,90982-32-4,414.8200073,-0.995135961
DTXSID0024000,FALSE,TRUE,3000,3,5,1861-32-1,331.9500122,-0.956048566
DTXSID0024002,TRUE,FALSE,18,1,2,39515-41-8,349.4299927,1.288087674
DTXSID0024052,FALSE,FALSE,500,2,4,55290-64-7,210.2599945,-0.376213356
DTXSID00240969,FALSE,TRUE,2650,3,5,942-01-8,171.238327,-1.189644898
DTXSID0024183,FALSE,FALSE,277,2,3,96-33-3,86.08999634,-0.50752708
DTXSID0024185,FALSE,FALSE,60,2,3,79-22-1,94.48999786,0.197234589
DTXSID0024187,FALSE,FALSE,76,2,3,74-88-4,141.9389954,0.271288135
DTXSID0024216,FALSE,FALSE,940,3,4,1929-82-4,230.8999939,-0.609703932
DTXSID0024266,FALSE,FALSE,1250,3,4,29232-93-7,305.3299866,-0.612140554
DTXSID0024268,TRUE,FALSE,5,1,2,151-50-8,65.11599731,1.114717692
DTXSID0024343,FALSE,FALSE,99,2,3,66841-25-6,665.0139771,0.827195579
DTXSID0024395,FALSE,FALSE,1780,3,4,108-24-7,102.0889969,-1.241441066
DTXSID0024397,FALSE,TRUE,2450,3,5,102-01-2,177.2030029,-1.140695007
DTXSID00243995,FALSE,FALSE,236,2,3,99233-24-6,188.6546173,-0.097244564
DTXSID0024505,FALSE,FALSE,200,2,3,504-29-0,94.11699677,-0.327361935
DTXSID0024551,FALSE,FALSE,74,2,3,1072-52-2,87.12200165,0.070896125
DTXSID0024555,FALSE,FALSE,620,3,4,495-48-7,198.2250061,-0.49523325
DTXSID0024559,FALSE,TRUE,6670,4,5,532-82-1,248.7100067,-1.428432575
DTXSID0024761,FALSE,FALSE,256,2,3,108-42-9,127.5699997,-0.302491411
DTXSID0024844,FALSE,FALSE,85,2,3,52-28-8,397.3640137,0.669769608
DTXSID0024896,FALSE,FALSE,625,3,4,2008-39-1,266.1199951,-0.370802511
DTXSID0024921,FALSE,FALSE,350,2,4,1761-71-3,210.3650055,-0.221094548
DTXSID0025070,FALSE,TRUE,2001,3,5,147-47-7,173.259,-1.062551285
DTXSID0025286,FALSE,TRUE,5370,4,5,110-71-4,90.122,-1.775143465
DTXSID0025361,FALSE,FALSE,290,2,3,106-91-2,142.154007,-0.309638892
DTXSID0025363,FALSE,FALSE,1938,3,4,79-14-1,76.0510025,-1.406248829
DTXSID0025440,FALSE,FALSE,738,3,4,56-18-8,131.2230072,-0.750046376
DTXSID0025523,FALSE,FALSE,1410,3,4,118-71-8,126.1110001,-1.048466143
DTXSID0025571,FALSE,FALSE,200,2,3,608-25-3,124.1389999,-0.207121753
DTXSID0025608,FALSE,TRUE,4000,3,5,123-39-7,59.06800079,-1.830707719
DTXSID0025816,FALSE,TRUE,7500,4,5,144-62-7,90.03399658,-1.920654735
DTXSID0025818,FALSE,FALSE,1000,3,4,126-27-2,467.6539917,-0.330075354
DTXSID0025864,FALSE,FALSE,540,3,4,156-43-4,137.1820068,-0.595096608
DTXSID0025866,FALSE,FALSE,520,3,4,132-20-7,356.4219971,-0.164038844
DTXSID0026098,FALSE,FALSE,250,2,3,117-18-0,260.8800049,0.018500785
DTXSID0026121,FALSE,FALSE,750,3,4,97-84-7,144.2619934,-0.715909334
DTXSID0026125,TRUE,FALSE,27,1,2,3333-52-6,136.197998,0.70280696
DTXSID0026175,FALSE,FALSE,707,3,4,1025-15-6,249.2700043,-0.452749393
DTXSID0026252,FALSE,FALSE,444,2,4,101-02-0,310.2890015,-0.155616588
DTXSID0026258,FALSE,FALSE,100,2,3,140-08-9,269.480011,0.430526556
DTXSID0026418,FALSE,TRUE,4729,3,5,75-66-1,90.18000031,-1.719659082
DTXSID0026701,FALSE,FALSE,400,2,4,104-15-4,172.1999969,-0.366026852
DTXSID0026880,FALSE,TRUE,6850,4,5,111-55-7,146.1419983,-1.67091553
DTXSID0026915,FALSE,TRUE,3000,3,5,112-42-5,172.3119965,-1.24080574
DTXSID0026961,FALSE,TRUE,3360,3,5,119-33-5,153.1369934,-1.341259161
DTXSID0026967,FALSE,TRUE,2830,3,5,120-55-8,314.3370056,-0.954390924
DTXSID0027143,FALSE,FALSE,975,3,4,329-01-1,187.1210022,-0.716882081
DTXSID0027149,FALSE,FALSE,1010,3,4,372-09-8,85.06199646,-1.074585802
DTXSID0027191,FALSE,FALSE,113,2,3,542-92-7,66.10299683,-0.232857295
DTXSID0027222,FALSE,TRUE,4390,3,5,586-62-9,136.2380066,-1.50816624
DTXSID0027301,FALSE,FALSE,1170,3,4,694-83-7,114.1920013,-1.010550177
DTXSID0027309,FALSE,TRUE,5001,4,5,763-69-9,146.1860046,-1.534151058
DTXSID0027432,FALSE,TRUE,2600,3,5,1738-25-6,98.149,-1.423087469
DTXSID0027436,FALSE,FALSE,1345,3,4,1779-48-2,142.0939941,-0.976146562
DTXSID0027438,FALSE,TRUE,3200,3,5,1809-19-4,194.2109985,-1.216876157
DTXSID0027480,FALSE,FALSE,1000,3,4,2444-90-8,272.2550049,-0.565024128
DTXSID0027482,FALSE,TRUE,9330,4,5,2487-90-3,122.1949997,-1.882828209
DTXSID0027486,FALSE,FALSE,540,3,4,2524-03-0,160.5500031,-0.526783442
DTXSID0027565,FALSE,FALSE,1550,3,4,4253-34-3,220.2519989,-0.84741184
DTXSID0027640,FALSE,TRUE,3200,3,5,6915-15-7,134.0870056,-1.377763286
DTXSID0027644,FALSE,FALSE,500,2,4,7173-62-8,324.5969849,-0.187625523
DTXSID0027773,FALSE,TRUE,5190,4,5,15625-89-5,296.3190002,-1.243407858
DTXSID0027777,FALSE,TRUE,5001,4,5,16090-02-1,924.9199829,-0.732952692
DTXSID0027802,FALSE,TRUE,2661,3,5,19224-26-1,284.3110046,-0.971251205
DTXSID0028038,FALSE,FALSE,1100,3,4,55406-53-6,281.0929871,-0.592542675
DTXSID0029264,FALSE,TRUE,12080,4,5,4404-43-7,916.9899902,-1.119702339
DTXSID0029397,FALSE,TRUE,12080,4,5,67786-25-8,1221.140015,-0.995301472
DTXSID0029559,FALSE,TRUE,2600,3,5,78491-02-8,278.2210083,-0.970583428
DTXSID0029761,FALSE,FALSE,1671,3,4,51580-86-0,255.9700012,-0.814787379
DTXSID0030956,FALSE,FALSE,153,2,3,3/4/89,348.3580017,0.35733436
DTXSID0031504,FALSE,FALSE,112,2,3,481-39-0,174.1549988,0.191717922
DTXSID0032029,FALSE,FALSE,1270,3,4,114-49-8,384.269989,-0.519167253
DTXSID0032314,FALSE,FALSE,950,3,4,51200-87-4,101.1490021,-0.972762003
DTXSID0032316,FALSE,TRUE,3830,3,5,88-04-0,156.6100006,-1.388379283
DTXSID0032493,FALSE,FALSE,689,3,4,55219-65-3,295.769989,-0.367265117
DTXSID0032497,FALSE,FALSE,630,3,4,55335-06-3,256.4599915,-0.390320926
DTXSID0032572,FALSE,FALSE,460,2,4,23031-36-9,300.3920593,-0.185069383
DTXSID0032574,FALSE,FALSE,750,3,4,15662-33-6,493.553009,-0.181727459
DTXSID0032578,FALSE,FALSE,66,2,3,59669-26-0,354.4599915,0.730023287
DTXSID0032601,FALSE,FALSE,350,2,4,94361-06-5,291.78,-0.079012524
DTXSID0032605,FALSE,FALSE,481,2,4,51338-27-3,341.1799927,-0.149161521
DTXSID0032651,FALSE,TRUE,5350,4,5,51707-55-2,220.25,-1.385437865
DTXSID0032869,FALSE,FALSE,200,2,3,446-35-5,159.0919952,-0.099381667
DTXSID0033382,FALSE,FALSE,290,2,3,23541-50-6,563.9799805,0.28886569
DTXSID0033673,FALSE,FALSE,84,2,3,2365-48-2,106.1399994,0.101599795
DTXSID0033754,FALSE,FALSE,375,2,4,2210-25-5,113.1600037,-0.520338315
DTXSID00338613,FALSE,FALSE,300,2,4,720-94-5,230.1860046,-0.11504234
DTXSID0034223,FALSE,FALSE,595,3,4,119168-77-3,333.8599854,-0.250952596
DTXSID0034229,FALSE,TRUE,6600,4,5,104-61-0,156.2250061,-1.625793385
DTXSID0034300,FALSE,FALSE,146,2,3,135410-20-7,222.6799927,0.183328343
DTXSID0034518,FALSE,TRUE,9600,4,5,13684-56-5,300.3139954,-1.504695661
DTXSID0034649,FALSE,TRUE,10537,4,5,38641-94-0,228.1849976,-1.664429893
DTXSID0034776,FALSE,TRUE,5001,4,5,57018-04-9,301.1199951,-1.22031726
DTXSID0034851,FALSE,FALSE,567,3,4,15165-67-0,235.06,-0.382404327
DTXSID0034855,FALSE,TRUE,2712,3,5,79241-46-6,383.3670044,-0.849674954
DTXSID0034857,FALSE,FALSE,1182,3,4,100646-51-3,372.8099976,-0.501129926
DTXSID0034930,FALSE,FALSE,57,2,3,98886-44-3,283.3399963,0.696433028
DTXSID0037100,TRUE,FALSE,17,1,2,505-60-2,159.0700073,0.97113938
DTXSID0037231,FALSE,FALSE,117,2,3,5104-49-4,244.2649994,0.31967538
DTXSID0037493,FALSE,FALSE,1465,3,4,1610-17-9,211.2689972,-0.841001854
DTXSID0037522,TRUE,FALSE,5,1,2,10311-84-9,393.8399963,1.896349814
DTXSID0037576,FALSE,FALSE,1800,3,4,1746-81-2,214.6499939,-0.923541625
DTXSID0037738,FALSE,TRUE,6140,4,5,121-43-7,103.9100037,-1.771511011
DTXSID0038700,FALSE,FALSE,997,3,4,97-52-9,168.1519928,-0.77299314
DTXSID0038831,FALSE,TRUE,4300,3,5,10258-54-5,143.1419983,-1.47770138
DTXSID0038839,FALSE,TRUE,3884,3,5,17420-30-3,163.1360016,-1.376729408
DTXSID0038910,FALSE,FALSE,500,2,4,1928-45-6,335.2200012,-0.173640081
DTXSID0039223,TRUE,FALSE,0.5,1,1,116-06-3,190.2599945,2.580377476
DTXSID0039225,FALSE,FALSE,320,2,4,16568-02-8,100.121,-0.5046248
DTXSID0039229,FALSE,FALSE,113.25,2,3,79-10-7,72.063,-0.196325873
DTXSID0040331,FALSE,FALSE,94,2,3,62441-54-7,429.6600037,0.659997074
DTXSID0040339,FALSE,FALSE,63,2,3,22431-62-5,364.4849854,0.762339093
DTXSID0040620,FALSE,FALSE,1000,3,4,69056-38-8,314.1700134,-0.502835269
DTXSID0040622,FALSE,TRUE,3710,3,5,67-03-8,337.2600098,-1.041409061
DTXSID0040678,FALSE,TRUE,10000,4,5,58186-27-9,338.4440002,-1.47051318
DTXSID0040701,FALSE,TRUE,5900,4,5,77-93-0,276.2850037,-1.329494699
DTXSID0040703,FALSE,FALSE,473,2,4,98-73-7,178.2310028,-0.42387789
DTXSID0040969,FALSE,FALSE,184,2,3,313-67-7,341.2749939,0.268286645
DTXSID0041060,FALSE,FALSE,1478,3,4,100986-85-4,361.3729858,-0.61171875
DTXSID0041224,FALSE,TRUE,15500,4,5,106-69-4,134.1750031,-2.062660084
DTXSID0041228,FALSE,FALSE,100,2,3,540-73-8,60.09999847,-0.221125539
DTXSID0041270,FALSE,TRUE,4250,3,5,58430-94-7,186.2949982,-1.358187735
DTXSID0041274,FALSE,FALSE,128,2,3,941-69-5,173.1710052,0.131265208
DTXSID0041301,FALSE,FALSE,885,3,4,3004-70-4,239.322998,-0.567958836
DTXSID0041307,FALSE,FALSE,78,2,3,1464-53-5,86.08999634,0.042858087
DTXSID0041355,FALSE,FALSE,300,2,4,6753-24-8,305.2000122,0.007463292
DTXSID0041430,FALSE,FALSE,664,3,4,4189-47-3,197.0279999,-0.527640131
DTXSID0041436,FALSE,FALSE,1000,3,4,75-85-4,88.15000153,-1.054777676
DTXSID0041486,FALSE,TRUE,5230,4,5,85-72-3,255.272995,-1.311496815
DTXSID0041690,FALSE,FALSE,1800,3,4,2655-19-8,263.381012,-0.834688043
DTXSID0041698,FALSE,FALSE,458,2,4,34681-23-7,222.2599945,-0.314004179
DTXSID0041771,FALSE,TRUE,4000,3,5,2274-74-0,352.0499878,-1.055455658
DTXSID0041773,TRUE,FALSE,13.08,1,2,3615-21-2,255.0200043,1.289966505
DTXSID0041775,FALSE,TRUE,10800,4,5,1836-77-7,318.5299988,-1.530273416
DTXSID0041777,FALSE,TRUE,2460,3,5,3278-46-4,177.4100037,-1.141957002
DTXSID0041779,FALSE,FALSE,178,2,3,115-78-6,397.7900085,0.349233868
DTXSID0041800,TRUE,FALSE,1.25,1,1,535-89-7,171.6300049,2.137683202
DTXSID0041806,FALSE,FALSE,580,3,4,2636-26-2,243.2200012,-0.377428707
DTXSID0041850,FALSE,FALSE,284,2,3,2463-84-5,297.6499939,0.020387538
DTXSID0041852,FALSE,TRUE,6400,4,5,116-52-9,354.8099976,-1.256184125
DTXSID0041981,TRUE,FALSE,4.68,1,1,144-49-0,78.04199982,1.222082537
DTXSID0041983,FALSE,FALSE,1480,3,4,77501-90-7,447.75,-0.519226121
DTXSID0041987,FALSE,TRUE,3650,3,5,61213-25-0,312.1099854,-1.067985201
DTXSID0041989,TRUE,FALSE,2.75,1,1,944-21-8,230.2599945,1.922885796
DTXSID0042080,FALSE,FALSE,112,2,3,18854-01-8,313.3099976,0.446756231
DTXSID0042084,FALSE,TRUE,3000,3,5,4849-32-5,279.3399963,-1.030988132
DTXSID0042088,FALSE,FALSE,1300,3,4,151-41-7,266.3999939,-0.688409142
DTXSID0042115,FALSE,FALSE,790,3,4,25319-90-8,244.7299957,-0.508939889
DTXSID0042117,TRUE,FALSE,31,1,2,2595-54-2,329.3699951,1.02632234
DTXSID0042161,FALSE,FALSE,70,2,3,1079-33-0,207.25,0.471396499
DTXSID0042163,FALSE,TRUE,2600,3,5,7287-36-7,239.7400055,-1.035232837
DTXSID0042242,FALSE,FALSE,1260,3,4,578-54-1,121.1829987,-1.01692885
DTXSID0042244,FALSE,TRUE,6702,4,5,526-18-1,229.2350006,-1.465923495
DTXSID0042296,FALSE,TRUE,2939,3,5,5281-13-0,456.5759888,-0.808686518
DTXSID0042325,FALSE,TRUE,4400,3,5,104-45-0,150.220993,-1.466722048
DTXSID0042329,FALSE,TRUE,2001,3,5,1071-22-3,188.5099945,-1.025912708
DTXSID0042371,TRUE,FALSE,0.55,1,1,107-44-8,140.0939941,2.406056828
DTXSID0042373,TRUE,FALSE,5,1,2,152-16-9,286.2529907,1.757780028
DTXSID0042377,FALSE,FALSE,480,2,4,136-78-7,309.0899963,-0.191156288
DTXSID0042583,FALSE,TRUE,2600,3,5,23672-07-3,341.4299927,-0.881671679
DTXSID0042662,FALSE,FALSE,1000,3,4,83-44-3,392.5799866,-0.406071844
DTXSID0043767,FALSE,FALSE,100,2,3,62450-06-0,211.2680054,0.324833732
DTXSID0043769,FALSE,TRUE,3170,3,5,105-28-2,308.5539856,-1.011728102
DTXSID0043973,FALSE,FALSE,1510,3,4,51276-47-2,181.128006,-0.920991341
DTXSID0043977,FALSE,TRUE,2635,3,5,125401-75-4,430.3729858,-0.786935616
DTXSID0044107,FALSE,TRUE,2300,3,5,1553-60-2,192.2579956,-1.077843426
DTXSID0044155,FALSE,FALSE,1690,3,4,2539-17-5,261.9100037,-0.809734618
DTXSID0044367,FALSE,TRUE,3900,3,5,1119-97-7,336.4020081,-1.064206027
DTXSID0044369,FALSE,FALSE,250,2,3,1122-58-3,122.1709976,-0.310971888
DTXSID0044448,FALSE,FALSE,470,2,4,591-80-0,100.1169968,-0.671590044
DTXSID0044494,FALSE,TRUE,15000,4,5,102-20-5,240.302002,-1.79533387
DTXSID0044527,FALSE,FALSE,330,2,4,123-81-9,210.2599945,-0.195757291
DTXSID0044654,FALSE,TRUE,2114,3,5,32780-64-6,364.8699951,-0.762966832
DTXSID0044781,FALSE,FALSE,1840,3,4,1134-04-9,334.2200012,-0.740785387
DTXSID0044818,FALSE,TRUE,13000,4,5,2/8/13,186.339,-1.843639592
DTXSID0044860,FALSE,FALSE,100,2,3,1824-81-3,108.1439972,0.034002418
DTXSID0044997,FALSE,FALSE,365,2,4,88-27-7,263.4249878,-0.141635896
DTXSID0045040,FALSE,TRUE,5430,4,5,117-62-4,303.2999878,-1.252927437
DTXSID0045048,FALSE,FALSE,318,2,4,14679-73-3,232.2429962,-0.136484494
DTXSID0045096,FALSE,FALSE,940,3,4,132-17-2,403.5400085,-0.367241255
DTXSID0045171,FALSE,FALSE,1050,3,4,25717-80-0,242.2350006,-0.636952404
DTXSID0045173,FALSE,FALSE,682,3,4,70476-82-3,517.4000244,-0.11995793
DTXSID0045204,FALSE,FALSE,1660,3,4,2447-54-3,332.3340149,-0.698533294
DTXSID0045252,FALSE,TRUE,2372,3,5,64-73-3,501.3099976,-0.675008319
DTXSID0045383,FALSE,FALSE,545,3,4,4093-35-0,344.2529907,-0.19951878
DTXSID0045389,FALSE,FALSE,164,2,3,5728-52-9,212.2480011,0.111999761
DTXSID0045412,FALSE,TRUE,5300,4,5,14919-77-8,293.7000122,-1.256371905
DTXSID0045414,TRUE,FALSE,27.6,1,2,15180-03-7,737.8099976,1.427035454
DTXSID0045416,FALSE,FALSE,235,2,3,15421-84-8,205.2649994,-0.05875296
DTXSID0045464,FALSE,TRUE,3400,3,5,36167-63-2,536.8900146,-0.80159359
DTXSID0045466,FALSE,TRUE,10000,4,5,37661-08-8,501.980011,-1.299313576
DTXSID0045543,FALSE,FALSE,1902,3,4,52-88-0,366.4140015,-0.715238452
DTXSID0045591,FALSE,TRUE,6480,4,5,56974-61-9,417.480011,-1.19093932
DTXSID0045624,FALSE,FALSE,750,3,4,17692-31-8,236.3150024,-0.50156997
DTXSID0045674,FALSE,FALSE,1533,3,4,102394-31-0,421.5450134,-0.560698199
DTXSID0045709,FALSE,FALSE,501,3,4,106017-08-7,399.8699951,-0.097918908
DTXSID0045832,FALSE,FALSE,747,3,4,87-33-2,236.1360016,-0.500158397
DTXSID0045836,FALSE,FALSE,1250,3,4,121-81-3,211.1329956,-0.772353903
DTXSID0045886,FALSE,TRUE,6000,4,5,611-75-6,412.5899963,-1.162632557
DTXSID0046066,FALSE,TRUE,8000,4,5,133-10-8,175.1190033,-1.65975671
DTXSID0046147,FALSE,TRUE,3900,3,5,64204-55-3,225.3359985,-1.238234029
DTXSID0046195,FALSE,FALSE,670,3,4,35619-65-9,297.3699951,-0.352777657
DTXSID0046220,FALSE,FALSE,675,3,4,3/7/54,240.3059998,-0.448539159
DTXSID0046228,FALSE,FALSE,290,2,3,1146-99-2,256.6900024,-0.052989044
DTXSID0046270,FALSE,TRUE,4164,3,5,18109-81-4,499.5570068,-0.920925666
DTXSID0046276,FALSE,FALSE,534,3,4,8/6/67,327.4200134,-0.212436035
DTXSID0046309,FALSE,TRUE,4412,3,5,132203-70-4,492.5280151,-0.952204565
DTXSID0046434,FALSE,FALSE,1248,3,4,118288-08-7,431.5499878,-0.461183477
DTXSID0046438,FALSE,TRUE,5001,4,5,12650-69-0,500.6289978,-0.999540853
DTXSID0046488,FALSE,FALSE,416,2,4,143201-11-0,481.5400085,0.063539046
DTXSID0046567,FALSE,FALSE,1900,3,4,140-39-6,150.177002,-1.102150171
DTXSID0046692,FALSE,TRUE,3029,3,5,161967-81-3,395.8599854,-0.883757669
DTXSID0046850,FALSE,TRUE,2157,3,5,57470-78-7,415.9599915,-0.714798584
DTXSID0047030,FALSE,TRUE,3543,3,5,10326-41-7,90.07800293,-1.594752403
DTXSID0047036,FALSE,FALSE,195,2,3,31895-22-4,271.3599854,0.143511196
DTXSID0047115,FALSE,TRUE,3700,3,5,459-80-3,168.2359924,-1.34228281
DTXSID0047167,FALSE,TRUE,5001,4,5,79-16-3,73.09500122,-1.835169177
DTXSID0047240,FALSE,TRUE,15800,4,5,4/3/06,187.1269989,-1.926520634
DTXSID0047296,FALSE,TRUE,4250,3,5,112733-06-9,441.6400146,-0.983320514
DTXSID0047612,FALSE,TRUE,3200,3,5,105-46-4,116.1600037,-1.440093361
DTXSID0047618,FALSE,TRUE,8800,4,5,108-29-2,100.1169968,-1.943974859
DTXSID0047666,FALSE,FALSE,250,2,3,2051-78-7,128.1710052,-0.290150218
DTXSID0047797,TRUE,FALSE,5.43,1,2,57852-57-0,533.960022,1.992708913
DTXSID0047820,FALSE,FALSE,359,2,4,100678-32-8,380.4440002,0.025196291
DTXSID0047822,FALSE,FALSE,165,2,3,1707-14-8,213.7100067,0.112340914
DTXSID0047959,FALSE,TRUE,2150,3,5,320-60-5,215,-1
DTXSID0048006,FALSE,TRUE,7430,4,5,33665-90-6,163.1499939,-1.658401752
DTXSID0048189,FALSE,TRUE,5001,4,5,1166-52-5,338.4440002,-1.169570035
DTXSID0048268,TRUE,FALSE,40,1,2,1165-48-6,323.3919983,0.907669279
DTXSID0048343,FALSE,FALSE,183,2,3,468-61-1,335.4880066,0.263225909
DTXSID0048476,FALSE,FALSE,550,3,4,314-03-4,293.4299927,-0.272858187
DTXSID0048555,FALSE,FALSE,250,2,3,390-64-7,329.4869995,0.119898275
DTXSID0048559,FALSE,FALSE,100,2,3,644-62-2,296.1499939,0.471511728
DTXSID0048632,FALSE,FALSE,500,2,4,16777-42-7,349.8599854,-0.155075731
DTXSID0048890,FALSE,FALSE,170,2,3,60676-84-8,245.6999969,0.15995623
DTXSID0049076,FALSE,FALSE,425,2,4,74711-43-6,298.3599854,-0.153648353
DTXSID0051499,FALSE,FALSE,100,2,3,100-43-6,105.1399994,0.02176797
DTXSID0051528,FALSE,TRUE,2140,3,5,104-68-7,182.2189941,-1.069820128
DTXSID0051570,FALSE,FALSE,210,2,3,110-75-8,106.5500031,-0.294665828
DTXSID0051572,FALSE,FALSE,1000,3,4,111-22-8,240.1679993,-0.61948486
DTXSID0051574,FALSE,FALSE,1254,3,4,111-31-9,118.2399979,-1.025533123
DTXSID0051605,FALSE,TRUE,4900,3,5,120-11-6,254.3289948,-1.284800205
DTXSID0051732,FALSE,TRUE,3250,3,5,1470-94-6,134.1779938,-1.384202067
DTXSID0051780,FALSE,FALSE,500,2,4,1680-21-3,258.269989,-0.28689606
DTXSID0051784,FALSE,TRUE,2001,3,5,1696-17-9,177.246994,-1.05266821
DTXSID0051861,FALSE,TRUE,3200,3,5,2141-62-0,99.13300323,-1.508931715
DTXSID0051940,TRUE,FALSE,30,1,2,2654-58-2,190.2460022,0.802194285
DTXSID0051942,TRUE,FALSE,50,1,2,26750-50-5,226.2599945,0.655637768
DTXSID0051944,FALSE,FALSE,316,2,4,3/7/80,99.13300323,-0.503468819
DTXSID0051996,FALSE,TRUE,3400,3,5,3120-74-9,154.2299957,-1.34331007
DTXSID0052124,FALSE,FALSE,680,3,4,4856-95-5,100.9599991,-0.828359575
DTXSID0052178,FALSE,TRUE,2333,3,5,534-17-8,325.8190002,-0.854938332
DTXSID0052259,FALSE,FALSE,1450,3,4,59230-57-8,192.2579956,-0.877483592
DTXSID0052384,FALSE,TRUE,19700,4,5,68037-57-0,208.3289948,-1.975716508
DTXSID0052415,FALSE,TRUE,3200,3,5,68555-58-8,190.2420044,-1.225843565
DTXSID0052540,FALSE,FALSE,140,2,3,78-85-3,70.09100342,-0.300465758
DTXSID0052598,FALSE,TRUE,2700,3,5,88-10-8,135.5899963,-1.299136115
DTXSID0052621,FALSE,TRUE,2500,3,5,93-16-3,178.2310028,-1.146956758
DTXSID0052625,FALSE,TRUE,3450,3,5,93-29-8,206.2409973,-1.223444095
DTXSID0052629,FALSE,TRUE,2800,3,5,93-53-8,134.178,-1.319476717
DTXSID0057835,FALSE,TRUE,10000,4,5,80734-02-7,497.9500122,-1.302814253
DTXSID0057918,FALSE,TRUE,3940,3,5,101205-02-1,325.4700012,-1.082985256
DTXSID0057964,FALSE,FALSE,900,3,4,13593-08-3,270.2399902,-0.522492893
DTXSID0058015,FALSE,FALSE,53.3,2,3,2079-00-7,422.4460144,0.899044008
DTXSID0058067,FALSE,FALSE,395,2,4,10/7/66,246.4199982,-0.204921146
DTXSID0058069,FALSE,TRUE,6200,4,5,36519-00-3,416.0100098,-1.173287909
DTXSID0058144,FALSE,FALSE,678,3,4,62610-77-9,240.2100067,-0.450638599
DTXSID0058146,FALSE,TRUE,12000,4,5,62865-36-5,255.1000061,-1.672470777
DTXSID0058196,TRUE,FALSE,39,1,2,83733-82-8,367.8399963,0.974594343
DTXSID0058221,TRUE,FALSE,8.9,1,2,950-10-7,269.3099976,1.480862469
DTXSID0058354,FALSE,FALSE,112,2,3,2961-62-8,392.8980103,0.545061807
DTXSID0058358,TRUE,FALSE,3,1,1,298-01-1,224.1490021,1.873415555
DTXSID0058774,FALSE,TRUE,2150,3,5,65-22-5,203.6199951,-1.023618037
DTXSID0058778,FALSE,FALSE,1290,3,4,67-92-5,345.9500122,-0.57157636
DTXSID0059401,FALSE,TRUE,3050,3,5,111-45-5,102.1330032,-1.475133737
DTXSID0059453,FALSE,TRUE,5540,4,5,117-34-0,212.2480011,-1.416666156
DTXSID0059665,FALSE,FALSE,700,3,4,136-81-2,164.2480011,-0.629597947
DTXSID0059902,TRUE,FALSE,5,1,2,371-62-0,64.05899811,1.107610138
DTXSID0060220,TRUE,FALSE,2.5,1,1,538-07-8,170.0800018,1.832713243
DTXSID0060222,TRUE,FALSE,27,1,2,538-28-3,202.6999969,0.875489978
DTXSID0060436,FALSE,FALSE,800,3,4,589-93-5,107.1559982,-0.873073501
DTXSID0060486,FALSE,FALSE,360,2,4,594-44-5,128.5700073,-0.447162832
DTXSID0060642,FALSE,FALSE,1930,3,4,615-16-7,134.1380005,-1.158005481
DTXSID0060694,FALSE,FALSE,900,3,4,619-08-9,173.5500031,-0.714817884
DTXSID0060800,FALSE,TRUE,3200,3,5,625-33-2,84.11799622,-1.58026106
DTXSID0060804,FALSE,FALSE,100,2,3,625-53-6,104.1699982,0.017742657
DTXSID0060931,FALSE,TRUE,11600,4,5,638-10-8,128.1710052,-1.956668199
DTXSID0061032,FALSE,FALSE,71,2,3,702-54-5,171.1959991,0.382235262
DTXSID0061038,FALSE,FALSE,280,2,3,706-79-6,244.9499969,-0.058080593
DTXSID0061240,FALSE,FALSE,283,2,3,873-74-5,118.1389999,-0.379393145
DTXSID0061379,FALSE,FALSE,1728,3,4,1000-70-0,186.4049988,-0.967086184
DTXSID0061905,FALSE,TRUE,3440,3,5,1711-06-4,154.5899963,-1.347377056
DTXSID0062000,FALSE,TRUE,2460,3,5,1825-58-7,180.3220062,-1.134886377
DTXSID0062050,FALSE,TRUE,4100,3,5,1901-26-4,160.2160034,-1.408077963
DTXSID0062424,FALSE,TRUE,3800,3,5,2445-83-2,160.1719971,-1.375197006
DTXSID0062474,FALSE,TRUE,4500,3,5,2499-58-3,170.2519989,-1.422120294
DTXSID0062634,FALSE,FALSE,178,2,3,2767-80-8,124.0759964,-0.156732231
DTXSID0062890,FALSE,FALSE,1140,3,4,3175-23-3,147.4199982,-0.88834845
DTXSID0062898,FALSE,FALSE,634,3,4,9/4/80,150.221,-0.625358609
DTXSID0063020,TRUE,FALSE,10,1,2,3425-46-5,144.0870056,1.158624816
