Chemical Name,Chemical ID,CAS RN,Gene Symbol,Gene ID,Interaction,Interaction Actions,Reference Count,Organism Count
Arsenic,D001151,7440-38-2,AMER3,205147,Arsenic affects the methylation of AMER3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AMMECR1,9949,Arsenic affects the methylation of AMMECR1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AMOT,154796,Arsenic affects the methylation of AMOT gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AMY2B,280,Arsenic affects the methylation of AMY2B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANAPC16,119504,Arsenic results in increased methylation of ANAPC16 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,ANAPC7,51434,Arsenic affects the methylation of ANAPC7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANGEL1,23357,Arsenic affects the methylation of ANGEL1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANGPT1,284,Arsenic affects the expression of ANGPT1 protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,ANGPT1,284,Arsenic results in decreased expression of ANGPT1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,ANK1,286,Arsenic affects the methylation of ANK1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANK2,287,Arsenic affects the methylation of ANK2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKH,56172,Arsenic affects the methylation of ANKH gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKK1,255239,Arsenic results in increased methylation of ANKK1 gene,increases^methylation,1,1
Arsenic,D001151,7440-38-2,ANKLE2,23141,Arsenic affects the methylation of ANKLE2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKMY1,51281,Arsenic affects the methylation of ANKMY1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKRD1,27063,Arsenic results in increased expression of ANKRD1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,ANKRD10,55608,Arsenic affects the expression of ANKRD10 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,ANKRD11,29123,Arsenic affects the methylation of ANKRD11 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKRD22,118932,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ANKRD22 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ANKRD24,170961,Arsenic affects the methylation of ANKRD24 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKRD27,84079,Arsenic affects the methylation of ANKRD27 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKRD29,147463,Arsenic affects the methylation of ANKRD29 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKRD33B,651746,Arsenic affects the methylation of ANKRD33B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKRD37,353322,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of ANKRD37 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,ANKRD42,338699,Arsenic affects the methylation of ANKRD42 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKRD55,79722,Arsenic affects the methylation of ANKRD55 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKS1B,56899,Arsenic affects the methylation of ANKS1B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANKS3,124401,Arsenic affects the methylation of ANKS3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANO1,55107,Arsenic results in increased methylation of ANO1 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,ANO6,196527,Arsenic affects the methylation of ANO6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANO7,50636,Arsenic affects the methylation of ANO7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANPEP,290,Arsenic affects the methylation of ANPEP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANPEP,290,Arsenic results in increased expression of ANPEP mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,ANTXR1,84168,Arsenic affects the methylation of ANTXR1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANTXR2,118429,Arsenic affects the methylation of ANTXR2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANXA1,301,Arsenic results in decreased expression of ANXA1 protein,decreases^expression,1,1
Arsenic,D001151,7440-38-2,ANXA2,302,Arsenic affects the expression of ANXA2 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,ANXA3,306,Arsenic affects the methylation of ANXA3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANXA4,307,Arsenic affects the methylation of ANXA4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ANXA9,8416,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ANXA9 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,AOAH,313,Arsenic affects the methylation of AOAH gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AOPEP,84909,Arsenic affects the methylation of AOPEP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AOPEP,84909,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of AOPEP mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,AP1B1,162,Arsenic affects the methylation of AP1B1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AP2A1,160,Arsenic affects the methylation of AP2A1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AP2A2,161,Arsenic affects the methylation of AP2A2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AP2S1,1175,Arsenic affects the methylation of AP2S1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AP3D1,8943,Arsenic affects the expression of AP3D1 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,AP3D1,8943,Arsenic affects the methylation of AP3D1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AP5Z1,9907,Arsenic affects the methylation of AP5Z1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APAF1,317,Arsenic affects the reaction [GSTO1 gene alternative form results in increased expression of APAF1 mRNA],affects^reaction|increases^expression,1,1
Arsenic,D001151,7440-38-2,APAF1,317,Arsenic results in increased expression of APAF1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,APBB1,322,Arsenic affects the expression of APBB1 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,APBB1,322,Arsenic results in increased expression of APBB1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,APBB3,10307,Arsenic affects the methylation of APBB3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APBB3,10307,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of APBB3 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,APC2,10297,Arsenic affects the expression of APC2 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,APCDD1,147495,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of APCDD1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,APCDD1L,164284,Arsenic affects the methylation of APCDD1L gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APCS,325,Arsenic affects the methylation of APCS gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APEX1,328,APEX1 gene polymorphism affects the susceptibility to Arsenic,affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APEX1,328,APEX1 protein affects the susceptibility to Arsenic,affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APH1A,51107,Arsenic affects the methylation of APH1A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APLF,200558,Arsenic affects the methylation of APLF gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APLNR,187,Arsenic results in decreased expression of APLNR mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,APLP1,333,Arsenic affects the methylation of APLP1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APOA4,337,Arsenic affects the methylation of APOA4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APOE,348,APOE gene mutant form results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,APOE polymorphism results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,APOE protein affects the susceptibility to Arsenic,affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which affects the expression of AQP1 mRNA,affects^expression|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which affects the expression of CDCA5 mRNA,affects^expression|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which affects the expression of CYP7A1 mRNA,affects^expression|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which affects the expression of GSTA4 mRNA,affects^expression|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which affects the expression of LEF1 mRNA,affects^expression|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which affects the expression of NUBP1 mRNA,affects^expression|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which affects the expression of UGDH mRNA,affects^expression|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR10A mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR149 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR15B mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR184 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR188 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR193A mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR211 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR222 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR337 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR376A mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR412 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR467B mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR497 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR592 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR679 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR681 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIR719 mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in decreased expression of MIRLET7D mRNA,affects^response to substance|decreases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of HSPA1B mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of HSPA1B protein,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of HSPA8 mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of MIR211 mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of MIR294 mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of MIR361 mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of PELO mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of SREBF1 protein,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,[APOE protein affects the susceptibility to Arsenic] which results in increased expression of TNF mRNA,affects^response to substance|increases^expression,1,1
Arsenic,D001151,7440-38-2,APOE,348,Arsenic results in increased expression of APOE mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,APOH,350,Arsenic affects the methylation of APOH gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APOL3,80833,Arsenic affects the methylation of APOL3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APOLD1,81575,Arsenic affects the methylation of APOLD1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APOM,55937,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of APOM mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,APOO,79135,Arsenic affects the methylation of APOO gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APOOL,139322,Arsenic affects the methylation of APOOL gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APP,351,Arsenic affects the methylation of APP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,APP,351,[Arsenic co-treated with Cadmium co-treated with Lead] promotes the reaction [BACE1 protein results in increased metabolism of APP protein],affects^cotreatment|increases^metabolic processing|increases^reaction,1,1
Arsenic,D001151,7440-38-2,APP,351,[Arsenic co-treated with Cadmium co-treated with Lead] promotes the reaction [PSEN1 protein results in increased metabolism of APP protein],affects^cotreatment|increases^metabolic processing|increases^reaction,1,1
Arsenic,D001151,7440-38-2,APP,351,[Arsenic co-treated with Cadmium co-treated with Lead] results in increased expression of APP protein alternative form,affects^cotreatment|increases^expression,1,1
Arsenic,D001151,7440-38-2,APP,351,Arsenic promotes the reaction [Cadmium results in increased expression of APP protein],increases^expression|increases^reaction,1,1
Arsenic,D001151,7440-38-2,APP,351,Arsenic promotes the reaction [Lead results in increased expression of APP protein alternative form],increases^expression|increases^reaction,1,1
